spanish,basque,context
continuidad,iraunkortasun,Juridical Sciences & Law > Constitutional law
continuidad,jarraitutasun,Mathematics > Analysis and functional analysis
continuidad,jarraitutasun,Mathematics > Topology
continuidad,jarraitutasun,Physics > Electro-magnetism
contorno,muga,Mathematics > Analysis and functional analysis
contorno,ingerada,Technological Sciences > Mechanical engineering and technology
contorno, silueta,Technological Sciences > Mechanical engineering and technology
contorno,ingerada,Technological Sciences > Industrial technology
contracción,uzkurdura,Technological Sciences > Mechanical engineering and technology
contracción,kontrakzio,Technological Sciences > Construction technology
contracción, uzkurdura,Technological Sciences > Construction technology
contracción,uzkurketa,Life sciences > Cell biology
contracción,uzkurdura,Technological Sciences > Food technology
contracción,uzkurketa,Life sciences > Animal Biology
contraprestación,ordainsari,Juridical Sciences & Law > Finance law
contraprestación,ordain-emate,Economic Sciences > Economic accounting
contraste bilateral,bi aldetako kontraste,Economic Sciences > Econometrics
contraste bilateral,alde biko kontraste,Mathematics > Statistics
contraste bilateral, isats biko test,Mathematics > Statistics
contrato de adhesión,atxikipen-kontratu,Juridical Sciences & Law > Commercial law
contrato de adhesión,atxikipen-kontratu,Juridical Sciences & Law > Labour and Social Security law
contrato de adhesión,atxikitze-kontratu,Juridical Sciences & Law > Civil law
contrato de obra,obra-errentamendu,Juridical Sciences & Law > Roman law
contrato de obra,obra-kontratu,Technological Sciences > Projects
conversión,bihurketa,Technological Sciences > Computer technology
conversión,bihurketa,Juridical Sciences & Law > Finance law
conversión,bihurketa,Technological Sciences > Telecommunications technology
conversión,konbertsio,Technological Sciences > Environmental technology and engineering
conversor,bihurtzaile,Medical Sciences > Pharmacology
conversor,bihurgailu,Technological Sciences > Telecommunications technology
cooperación,lankidetza,Juridical Sciences & Law > Canon law
cooperación,lankidetza,Juridical Sciences & Law > Labour and Social Security law
cooperación,kooperazio,Education sciences
cooperación,elkarlan,Juridical Sciences & Law > Administrative law
cooperación, lankidetza,Juridical Sciences & Law > Administrative law
cordillera,mendilerro,Earth and Space Sciences > Geology
cordillera,mendikate,Technological Sciences > Environmental technology and engineering
cordón de soldadura,korda,Technological Sciences > Construction technology
cordón de soldadura, kordoi,Technological Sciences > Construction technology
cordón de soldadura,soldadura-kordoi,Technological Sciences > Industrial technology
correa,kontragoihabe,Technological Sciences > Construction technology
correa, petral,Technological Sciences > Construction technology
correa,uhal,Medical Sciences > Pharmaceutical Technology
corrección de errores,errore-zuzenketa,Technological Sciences > Telecommunications technology
corrección de errores,okerren zuzenketa,Juridical Sciences & Law > Finance law
correspondencia,korrespondentzia,Technological Sciences > Industrial technology
correspondencia,egokitzapen,Technological Sciences > Computer technology
corriente oceánica,itsaslaster,Earth and Space Sciences > Metereology and Oceanography
corriente oceánica,ozeano-korronte,Technological Sciences > Environmental technology and engineering
corte,ebaki,Life sciences > Cell biology
corte,ebaketa,Technological Sciences > Projects
corte, ebakidura,Technological Sciences > Projects
corte,ebakidura,Physics > Electro-magnetism
corte,ebaki-egoera,Technological Sciences > Electronic technology
corte, korte,Technological Sciences > Electronic technology
corte,zehar-ebaki,Earth and Space Sciences > Geology
corte,ebakidura,Technological Sciences > Industrial technology
corte,etendura,Technological Sciences > Electrical technology and engineering
corte por planos paralelos,ebakidura  plano paralelotan,Technological Sciences > Industrial technology
corte por planos paralelos,plano paralelozko ebaketa,Technological Sciences > Mechanical engineering and technology
corteza,lurrazal,Technological Sciences > Construction technology
corteza,kortex,Life sciences > Human physiology
corteza,lurrazal,Technological Sciences > Environmental technology and engineering
corteza,lurrazal,Earth and Space Sciences > Geology
corteza continental,kontinente-lurrazal,Earth and Space Sciences > Geology
corteza continental,lurrazal kontinental,Technological Sciences > Environmental technology and engineering
coste inicial,hasierako gastu,Economic Sciences > Economic accounting
coste inicial, hasierako kostu,Economic Sciences > Economic accounting
coste inicial,hasiera-kostu,Technological Sciences > Projects
coste medio ponderado de capital,kapitalaren batez besteko kostu,Economic Sciences > Economic accounting
coste medio ponderado de capital, KBKH,Economic Sciences > Economic accounting
coste medio ponderado de capital,kapitalen batez besteko kostu,Economic Sciences > Organization and management of enterprises
cota,borne,Mathematics > Analysis and functional analysis
cota,kota,Technological Sciences > Projects
cota,kota,Physics > Fluids (physics of)
cota,kota,Technological Sciences > Industrial technology
cota,kota,Economic Sciences > Econometrics
cota,kota,Earth and Space Sciences > Geology
creación,sorkuntza,Technological Sciences > Computer technology
creación,sorketa,Technological Sciences > Instrumentation technology
crecimiento,hazkunde,Economic Sciences > Economic accounting
crecimiento,haziera,Life sciences > Animal Biology
crecimiento, hazkunde,Life sciences > Animal Biology
crecimiento,gorakortasun,Mathematics > Analysis and functional analysis
crecimiento, hazkunde,Mathematics > Analysis and functional analysis
crecimiento,hazkunde,Medical Sciences > Pharmacology
crecimiento,hazkuntza,Technological Sciences > Electronic technology
crecimiento,hazkuntza,Education sciences
crecimiento,hazkuntza,Technological Sciences > Environmental technology and engineering
crédito fiscal,kreditu fiskal,Economic Sciences > Organization and management of enterprises
crédito fiscal,zerga-kreditu,Juridical Sciences & Law > Finance law
cresta,gangar,Life sciences > Cell biology
cresta,gandor,Earth and Space Sciences > Metereology and Oceanography
cresta, kardal,Earth and Space Sciences > Metereology and Oceanography
cribado,baheketa-prozesu,Medical Sciences > Public health
cribado,baheketa,Technological Sciences > Environmental technology and engineering
cribado, proiektu-baztertze,Technological Sciences > Environmental technology and engineering
cribado, screening,Technological Sciences > Environmental technology and engineering
cribado,baheketa,Life sciences > Biochemistry and Molecular Biology
cristalización,kristalizazio,Medical Sciences > Pharmaceutical Technology
cristalización,kristalizazio,Earth and Space Sciences > Geology
cristalización, kristaltze,Earth and Space Sciences > Geology
cristalización,kristaltze,Technological Sciences > Environmental technology and engineering
cristalización,kristalizazio,Chemistry > Organic chemistry
CT,kuota tributario,Juridical Sciences & Law > Finance law
CT, tributu-kuota,Juridical Sciences & Law > Finance law
CT, zerga-kuota,Juridical Sciences & Law > Finance law
CT,guztirako kostu,Economic Sciences > General economics
CT, KO,Economic Sciences > General economics
CT, kostu oso,Economic Sciences > General economics
cuantil,kuantil,Economic Sciences > Econometrics
cuantil,koantil,Mathematics > Statistics
cuarentena,berrogeialdi,Medical Sciences > Pharmaceutical Technology
cuarentena,koarentena,Medical Sciences > Public health
cuarentena,berrogeialdi,Medical Sciences > Microbiology
cuarentena, koarentena,Medical Sciences > Microbiology
cubierta,estalki,Technological Sciences > Construction technology
cubierta,azal,Technological Sciences > Electrical technology and engineering
cubierta, estaldura,Technological Sciences > Electrical technology and engineering
cubierta, kanpo-zorro,Technological Sciences > Electrical technology and engineering
cubierta, zorro,Technological Sciences > Electrical technology and engineering
cubierta,estalki,Technological Sciences > Mechanical engineering and technology
cubierta,estalki,Technological Sciences > Environmental technology and engineering
cubierta,estalki,Life sciences > Cell biology
cubo de rueda,gurpil-abatz,Technological Sciences > Mechanical engineering and technology
cubo de rueda,abatz,Technological Sciences > Industrial technology
cuchilla,xafla,Medical Sciences > Pharmaceutical Technology
cuchilla,aihotz,Life sciences > Cell biology
cuchilla, mikrotomoaren aihotz,Life sciences > Cell biology
cuchilla, mozketa aihotz,Life sciences > Cell biology
cuentas anuales,UK,Economic Sciences > Economic accounting
cuentas anuales, urteko kontuak,Economic Sciences > Economic accounting
cuentas anuales,urteko kontu,Juridical Sciences & Law > Commercial law
cuerpo extraño,gorputz kanpotar,Medical Sciences > Microbiology
cuerpo extraño,gorputz arrotz,Medical Sciences > Medical diagnostic and Treatment Technology
cuestionario,galdetegi,Technological Sciences > Environmental technology and engineering
cuestionario, ingurumen-faktoreen gaineko galdetegi,Technological Sciences > Environmental technology and engineering
cuestionario,galdetegi,Mathematics > Statistics
cuestionario,galdeketa,Technological Sciences > Instrumentation technology
cuestionario, inkesta,Technological Sciences > Instrumentation technology
cultivo,hazkuntza,Life sciences > Biochemistry and Molecular Biology
cultivo,labore,Technological Sciences > Environmental technology and engineering
cultivo,kultibo,Life sciences > Microbiology
cultivo,hazkuntza,Life sciences > Cell biology
cultivo, hazkuntza zelular,Life sciences > Cell biology
cultivo, kultibo zelular,Life sciences > Cell biology
cultivo, zelulen hazkuntza,Life sciences > Cell biology
cultivo,hazkuntza,Life sciences > Animal Biology
cultivo,hazkuntza,Medical Sciences > Microbiology
cultivo, kultura,Medical Sciences > Microbiology
cultivo,kultibo,Chemistry > Organic chemistry
cultivo, kultura,Chemistry > Organic chemistry
cultivo bacteriano,bakterio-kultura,Chemistry > Organic chemistry
cultivo bacteriano,bakterioen kultibo,Life sciences > Microbiology
cultivo celular,hazkuntza,Life sciences > Cell biology
cultivo celular, hazkuntza zelular,Life sciences > Cell biology
cultivo celular, kultibo zelular,Life sciences > Cell biology
cultivo celular, zelulen hazkuntza,Life sciences > Cell biology
cultivo celular,zelula-hazkuntza,Life sciences > Biochemistry and Molecular Biology
cultivo celular,zelula-hazkuntza,Medical Sciences > Microbiology
